date,open,high,low,close,volume
2026-06-13 20:58:38,1820.45,1820.5,1819.45,1819.58,268
2026-06-13 20:59:38,1819.58,1819.65,1818.87,1818.9,203
2026-06-13 21:00:38,1818.9,1819.1,1817.19,1817.28,623
2026-06-13 21:01:38,1817.28,1817.28,1817.24,1817.24,402
2026-06-13 21:02:38,1817.24,1817.27,1816.14,1816.16,990
2026-06-13 21:03:38,1816.16,1817.14,1816.03,1817.09,784
2026-06-13 21:04:38,1817.09,1817.15,1816.53,1816.58,470
2026-06-13 21:05:38,1816.58,1817.21,1816.48,1817.12,211
2026-06-13 21:06:38,1817.12,1817.15,1816.93,1816.96,263
2026-06-13 21:07:38,1816.96,1817.07,1816.94,1817.05,225
2026-06-13 21:08:38,1817.05,1817.07,1816.93,1816.93,247
2026-06-13 21:09:38,1816.93,1817.36,1816.89,1817.31,422
2026-06-13 21:10:38,1817.31,1817.37,1816.92,1816.94,834
2026-06-13 21:11:38,1816.94,1817.11,1815.0,1815.11,772
2026-06-13 21:12:38,1815.11,1815.2,1814.17,1814.21,909
2026-06-13 21:13:38,1814.21,1815.12,1814.12,1814.98,205
2026-06-13 21:14:38,1814.98,1815.36,1812.75,1813.0,401
2026-06-13 21:15:38,1813.0,1813.36,1812.96,1813.32,904
2026-06-13 21:16:38,1813.32,1813.38,1812.95,1812.96,380
2026-06-13 21:17:38,1812.96,1813.74,1812.87,1813.73,786
2026-06-13 21:18:38,1813.73,1813.87,1812.92,1812.97,839
2026-06-13 21:19:38,1812.97,1813.01,1812.74,1812.75,306
2026-06-13 21:20:38,1812.75,1812.87,1811.75,1811.88,677
2026-06-13 21:21:38,1811.88,1812.29,1811.85,1812.27,263
2026-06-13 21:22:38,1812.27,1814.3,1812.07,1813.99,460
2026-06-13 21:23:38,1813.99,1814.62,1813.92,1814.6,555
2026-06-13 21:24:38,1814.6,1814.61,1814.57,1814.57,884
2026-06-13 21:25:38,1814.57,1814.7,1814.55,1814.69,736
2026-06-13 21:26:38,1814.69,1815.38,1814.61,1815.36,646
2026-06-13 21:27:38,1815.36,1817.1,1815.09,1816.83,505
2026-06-13 21:28:38,1816.83,1816.84,1816.29,1816.38,855
2026-06-13 21:29:38,1816.38,1816.46,1816.38,1816.45,149
2026-06-13 21:30:38,1816.45,1817.53,1816.29,1817.46,104
2026-06-13 21:31:38,1817.46,1817.56,1816.4,1816.56,411
2026-06-13 21:32:38,1816.56,1816.66,1814.86,1815.08,506
2026-06-13 21:33:38,1815.08,1815.08,1814.85,1814.86,548
2026-06-13 21:34:38,1814.86,1814.97,1813.27,1813.51,426
2026-06-13 21:35:38,1813.51,1815.21,1813.29,1815.21,260
2026-06-13 21:36:38,1815.21,1816.45,1815.18,1816.25,473
2026-06-13 21:37:38,1816.25,1818.64,1815.9,1818.6,288
2026-06-13 21:38:38,1818.6,1818.69,1818.6,1818.68,271
2026-06-13 21:39:38,1818.68,1818.68,1818.66,1818.66,797
2026-06-13 21:40:38,1818.66,1818.71,1818.14,1818.19,496
2026-06-13 21:41:38,1818.19,1819.37,1818.15,1819.34,875
2026-06-13 21:42:38,1819.34,1819.69,1817.33,1817.47,343
2026-06-13 21:43:38,1817.47,1817.48,1816.45,1816.48,744
2026-06-13 21:44:38,1816.48,1818.3,1816.47,1818.09,299
2026-06-13 21:45:38,1818.09,1818.77,1818.08,1818.76,819
2026-06-13 21:46:38,1818.76,1818.8,1817.62,1817.76,314
2026-06-13 21:47:38,1817.76,1817.78,1817.52,1817.56,847
2026-06-13 21:48:38,1817.56,1817.58,1817.19,1817.23,284
2026-06-13 21:49:38,1817.23,1817.79,1817.22,1817.79,287
2026-06-13 21:50:38,1817.79,1817.79,1817.52,1817.53,624
2026-06-13 21:51:38,1817.53,1818.52,1817.47,1818.38,333
2026-06-13 21:52:38,1818.38,1818.4,1818.22,1818.23,341
2026-06-13 21:53:38,1818.23,1818.36,1816.99,1817.09,365
2026-06-13 21:54:38,1817.09,1819.01,1816.84,1818.7,226
2026-06-13 21:55:38,1818.7,1818.7,1818.68,1818.69,482
2026-06-13 21:56:38,1818.69,1819.71,1818.63,1819.71,587
2026-06-13 21:57:38,1819.71,1819.74,1818.3,1818.5,985
2026-06-13 21:58:38,1818.5,1819.27,1818.47,1819.19,345
2026-06-13 21:59:38,1819.19,1819.4,1819.17,1819.39,686
2026-06-13 22:00:38,1819.39,1819.53,1818.48,1818.52,109
2026-06-13 22:01:38,1818.52,1818.8,1818.48,1818.77,257
2026-06-13 22:02:38,1818.77,1819.85,1818.69,1819.68,444
2026-06-13 22:03:38,1819.68,1819.7,1819.05,1819.13,174
2026-06-13 22:04:38,1819.13,1819.18,1819.13,1819.17,450
2026-06-13 22:05:38,1819.17,1819.29,1818.3,1818.35,609
2026-06-13 22:06:38,1818.35,1818.46,1816.98,1817.14,943
2026-06-13 22:07:38,1817.14,1817.14,1816.34,1816.38,635
2026-06-13 22:08:38,1816.38,1817.04,1816.31,1817.03,637
2026-06-13 22:09:38,1817.03,1818.12,1817.02,1818.09,755
2026-06-13 22:10:38,1818.09,1818.16,1817.39,1817.47,491
2026-06-13 22:11:38,1817.47,1818.24,1817.38,1818.13,344
2026-06-13 22:12:38,1818.13,1818.19,1817.61,1817.64,182
2026-06-13 22:13:38,1817.64,1817.64,1817.59,1817.59,885
2026-06-13 22:14:38,1817.59,1818.26,1817.5,1818.17,692
2026-06-13 22:15:38,1818.17,1818.99,1818.1,1818.95,299
2026-06-13 22:16:38,1818.95,1819.47,1818.87,1819.39,135
2026-06-13 22:17:38,1819.39,1819.81,1819.34,1819.79,923
2026-06-13 22:18:38,1819.79,1820.0,1819.77,1820.0,367
2026-06-13 22:19:38,1820.0,1820.0,1819.98,1819.98,387
2026-06-13 22:20:38,1819.98,1820.73,1819.98,1820.62,636
2026-06-13 22:21:38,1820.62,1820.63,1820.19,1820.25,405
2026-06-13 22:22:38,1820.25,1820.28,1819.98,1819.98,383
2026-06-13 22:23:38,1819.98,1821.4,1819.81,1821.32,897
2026-06-13 22:24:38,1821.32,1821.54,1821.31,1821.51,121
2026-06-13 22:25:38,1821.51,1821.62,1821.5,1821.61,998
2026-06-13 22:26:38,1821.61,1822.67,1821.46,1822.6,461
2026-06-13 22:27:38,1822.6,1825.08,1822.18,1824.71,791
2026-06-13 22:28:38,1824.71,1824.74,1824.37,1824.4,763
2026-06-13 22:29:38,1824.4,1824.42,1824.01,1824.03,366
2026-06-13 22:30:38,1824.03,1824.04,1823.79,1823.79,116
2026-06-13 22:31:38,1823.79,1823.79,1823.78,1823.78,296
2026-06-13 22:32:38,1823.78,1824.05,1823.74,1824.01,180
2026-06-13 22:33:38,1824.01,1825.1,1823.93,1824.93,652
2026-06-13 22:34:38,1824.93,1824.93,1824.71,1824.75,308
2026-06-13 22:35:38,1824.75,1824.94,1824.73,1824.92,307
2026-06-13 22:36:38,1824.92,1825.4,1824.9,1825.39,267
2026-06-13 22:37:38,1825.39,1825.39,1824.71,1824.82,895
2026-06-13 22:38:38,1824.82,1826.13,1824.6,1825.93,256
2026-06-13 22:39:38,1825.93,1827.43,1825.89,1827.24,834
2026-06-13 22:40:38,1827.24,1827.26,1826.72,1826.74,583
2026-06-13 22:41:38,1826.74,1828.2,1826.49,1828.17,339
2026-06-13 22:42:38,1828.17,1829.87,1827.88,1829.83,960
2026-06-13 22:43:38,1829.83,1830.15,1829.8,1830.11,178
2026-06-13 22:44:38,1830.11,1830.46,1830.09,1830.43,333
2026-06-13 22:45:38,1830.43,1830.44,1830.42,1830.42,714
2026-06-13 22:46:38,1830.42,1832.11,1830.14,1832.08,545
2026-06-13 22:47:38,1832.08,1834.8,1831.92,1834.42,710
2026-06-13 22:48:38,1834.42,1834.47,1833.92,1833.95,890
2026-06-13 22:49:38,1833.95,1834.6,1833.85,1834.51,737
2026-06-13 22:50:38,1834.51,1835.72,1834.36,1835.54,712
2026-06-13 22:51:38,1835.54,1836.87,1835.32,1836.83,884
2026-06-13 22:52:38,1836.83,1837.45,1836.73,1837.44,215
2026-06-13 22:53:38,1837.44,1838.61,1837.26,1838.57,848
2026-06-13 22:54:38,1838.57,1838.65,1837.84,1837.84,358
2026-06-13 22:55:38,1837.84,1838.06,1837.83,1838.03,670
2026-06-13 22:56:38,1838.03,1838.1,1838.02,1838.09,196
2026-06-13 22:57:38,1838.09,1838.39,1838.08,1838.34,669
2026-06-13 22:58:38,1838.34,1840.08,1838.31,1839.81,943
2026-06-13 22:59:38,1839.81,1839.83,1839.36,1839.42,160
2026-06-13 23:00:38,1839.42,1839.64,1839.4,1839.61,658
2026-06-13 23:01:38,1839.61,1839.69,1839.12,1839.12,119
2026-06-13 23:02:38,1839.12,1839.51,1839.08,1839.48,793
2026-06-13 23:03:38,1839.48,1839.51,1838.89,1838.99,483
2026-06-13 23:04:38,1838.99,1840.9,1838.93,1840.74,815
2026-06-13 23:05:38,1840.74,1840.75,1839.69,1839.82,689
2026-06-13 23:06:38,1839.82,1840.52,1839.69,1840.49,235
2026-06-13 23:07:38,1840.49,1841.16,1840.41,1841.1,457
2026-06-13 23:08:38,1841.1,1841.11,1841.02,1841.03,468
2026-06-13 23:09:38,1841.03,1841.04,1840.83,1840.83,686
2026-06-13 23:10:38,1840.83,1841.2,1840.77,1841.17,525
2026-06-13 23:11:38,1841.17,1841.56,1841.11,1841.5,784
2026-06-13 23:12:38,1841.5,1842.0,1841.49,1841.94,129
2026-06-13 23:13:38,1841.94,1842.17,1841.92,1842.14,205
2026-06-13 23:14:38,1842.14,1842.83,1842.05,1842.81,487
2026-06-13 23:15:38,1842.81,1842.81,1842.79,1842.8,342
2026-06-13 23:16:38,1842.8,1843.0,1841.42,1841.5,509
2026-06-13 23:17:38,1841.5,1841.54,1841.07,1841.1,725
2026-06-13 23:18:38,1841.1,1841.48,1838.54,1838.89,135
2026-06-13 23:19:38,1838.89,1838.93,1837.84,1838.01,228
2026-06-13 23:20:38,1838.01,1838.02,1837.99,1837.99,732
2026-06-13 23:21:38,1837.99,1838.0,1837.79,1837.8,179
2026-06-13 23:22:38,1837.8,1837.85,1837.8,1837.85,170
2026-06-13 23:23:38,1837.85,1837.95,1836.82,1836.95,820
2026-06-13 23:24:38,1836.95,1836.95,1836.7,1836.71,194
2026-06-13 23:25:38,1836.71,1838.02,1836.46,1838.01,146
2026-06-13 23:26:38,1838.01,1838.97,1837.89,1838.88,883
2026-06-13 23:27:38,1838.88,1839.78,1838.74,1839.72,172
2026-06-13 23:28:38,1839.72,1840.43,1839.65,1840.32,835
2026-06-13 23:29:38,1840.32,1842.45,1840.04,1842.25,173
2026-06-13 23:30:38,1842.25,1842.26,1841.6,1841.63,243
2026-06-13 23:31:38,1841.63,1841.69,1841.34,1841.36,263
2026-06-13 23:32:38,1841.36,1841.83,1841.3,1841.77,548
2026-06-13 23:33:38,1841.77,1843.45,1841.44,1843.37,977
2026-06-13 23:34:38,1843.37,1843.85,1843.36,1843.79,712
2026-06-13 23:35:38,1843.79,1843.83,1843.54,1843.58,768
2026-06-13 23:36:38,1843.58,1843.71,1841.95,1842.06,433
2026-06-13 23:37:38,1842.06,1842.3,1842.02,1842.28,538
2026-06-13 23:38:38,1842.28,1843.44,1842.1,1843.26,479
2026-06-13 23:39:38,1843.26,1844.0,1843.24,1843.88,660
2026-06-13 23:40:38,1843.88,1844.07,1842.24,1842.45,218
2026-06-13 23:41:38,1842.45,1842.94,1842.43,1842.92,974
2026-06-13 23:42:38,1842.92,1843.19,1842.88,1843.18,543
2026-06-13 23:43:38,1843.18,1843.75,1843.13,1843.7,423
2026-06-13 23:44:38,1843.7,1843.74,1843.37,1843.38,451
2026-06-13 23:45:38,1843.38,1843.56,1842.17,1842.2,972
2026-06-13 23:46:38,1842.2,1843.39,1842.15,1843.29,166
2026-06-13 23:47:38,1843.29,1843.39,1843.28,1843.38,487
2026-06-13 23:48:38,1843.38,1843.44,1842.07,1842.22,736
2026-06-13 23:49:38,1842.22,1842.22,1841.87,1841.91,697
2026-06-13 23:50:38,1841.91,1841.94,1841.56,1841.61,825
2026-06-13 23:51:38,1841.61,1842.62,1841.59,1842.58,342
2026-06-13 23:52:38,1842.58,1842.82,1842.55,1842.82,942
2026-06-13 23:53:38,1842.82,1843.55,1842.74,1843.51,137
2026-06-13 23:54:38,1843.51,1843.51,1843.44,1843.45,968
2026-06-13 23:55:38,1843.45,1844.39,1843.36,1844.32,539
2026-06-13 23:56:38,1844.32,1844.7,1844.31,1844.65,126
2026-06-13 23:57:38,1844.65,1845.74,1844.51,1845.69,972
2026-06-13 23:58:38,1845.69,1845.71,1844.63,1844.75,499
2026-06-13 23:59:38,1844.75,1844.77,1844.57,1844.6,950
2026-06-14 00:00:38,1844.6,1844.84,1844.57,1844.81,656
2026-06-14 00:01:38,1844.81,1845.02,1844.78,1845.02,720
2026-06-14 00:02:38,1845.02,1846.14,1844.98,1846.01,692
2026-06-14 00:03:38,1846.01,1847.56,1845.81,1847.53,999
2026-06-14 00:04:38,1847.53,1847.54,1846.29,1846.49,466
2026-06-14 00:05:38,1846.49,1846.84,1846.45,1846.81,890
2026-06-14 00:06:38,1846.81,1847.25,1846.78,1847.22,700
2026-06-14 00:07:38,1847.22,1847.88,1847.17,1847.79,836
2026-06-14 00:08:38,1847.79,1848.47,1847.71,1848.45,105
2026-06-14 00:09:38,1848.45,1848.53,1847.32,1847.46,449
2026-06-14 00:10:38,1847.46,1847.57,1846.08,1846.15,435
2026-06-14 00:11:38,1846.15,1847.87,1846.0,1847.68,441
2026-06-14 00:12:38,1847.68,1848.79,1847.58,1848.63,531
2026-06-14 00:13:38,1848.63,1848.78,1847.23,1847.36,647
2026-06-14 00:14:38,1847.36,1847.59,1845.62,1845.86,746
2026-06-14 00:15:38,1845.86,1846.62,1845.73,1846.58,154
2026-06-14 00:16:38,1846.58,1846.91,1846.56,1846.86,191
2026-06-14 00:17:38,1846.86,1846.95,1845.22,1845.32,822
2026-06-14 00:18:38,1845.32,1845.32,1845.24,1845.24,649
2026-06-14 00:19:38,1845.24,1845.32,1844.33,1844.35,263
2026-06-14 00:20:38,1844.35,1845.36,1844.32,1845.23,572
2026-06-14 00:21:38,1845.23,1845.3,1844.67,1844.7,966
2026-06-14 00:22:38,1844.7,1845.04,1844.65,1845.01,595
2026-06-14 00:23:38,1845.01,1845.17,1845.0,1845.15,837
2026-06-14 00:24:38,1845.15,1845.21,1844.75,1844.77,290
2026-06-14 00:25:38,1844.77,1844.98,1843.26,1843.49,418
2026-06-14 00:26:38,1843.49,1845.2,1843.24,1845.12,347
2026-06-14 00:27:38,1845.12,1845.16,1844.87,1844.87,661
2026-06-14 00:28:38,1844.87,1846.15,1844.73,1846.04,251
2026-06-14 00:29:38,1846.04,1846.67,1846.03,1846.64,121
2026-06-14 00:30:38,1846.64,1847.09,1846.59,1847.04,592
2026-06-14 00:31:38,1847.04,1847.1,1846.5,1846.55,989
2026-06-14 00:32:38,1846.55,1846.58,1845.13,1845.3,463
2026-06-14 00:33:38,1845.3,1847.08,1844.99,1846.87,215
2026-06-14 00:34:38,1846.87,1846.88,1846.3,1846.37,620
2026-06-14 00:35:38,1846.37,1846.38,1845.98,1846.04,272
2026-06-14 00:36:38,1846.04,1846.05,1845.87,1845.87,419
2026-06-14 00:37:38,1845.87,1845.92,1845.87,1845.92,310
2026-06-14 00:38:38,1845.92,1846.0,1845.11,1845.23,685
2026-06-14 00:39:38,1845.23,1845.35,1843.17,1843.41,994
2026-06-14 00:40:38,1843.41,1843.82,1843.37,1843.77,757
2026-06-14 00:41:38,1843.77,1843.84,1843.02,1843.14,257
2026-06-14 00:42:38,1843.14,1843.15,1843.11,1843.11,582
2026-06-14 00:43:38,1843.11,1843.12,1843.02,1843.02,698
2026-06-14 00:44:38,1843.02,1843.15,1842.06,1842.21,311
2026-06-14 00:45:38,1842.21,1842.41,1841.04,1841.22,585
2026-06-14 00:46:38,1841.22,1841.27,1840.92,1840.95,661
2026-06-14 00:47:38,1840.95,1841.15,1840.92,1841.15,803
2026-06-14 00:48:38,1841.15,1841.18,1840.88,1840.88,372
2026-06-14 00:49:38,1840.88,1840.89,1840.04,1840.17,598
2026-06-14 00:50:38,1840.17,1840.25,1838.87,1838.97,502
2026-06-14 00:51:38,1838.97,1839.41,1838.93,1839.34,992
2026-06-14 00:52:38,1839.34,1842.05,1839.25,1841.65,937
2026-06-14 00:53:38,1841.65,1841.76,1841.64,1841.75,881
2026-06-14 00:54:38,1841.75,1841.76,1841.66,1841.68,374
2026-06-14 00:55:38,1841.68,1841.68,1841.51,1841.53,411
2026-06-14 00:56:38,1841.53,1841.66,1840.77,1840.86,840
2026-06-14 00:57:38,1840.86,1840.86,1840.85,1840.85,257
